Segment,Ship Mode,Order ID,Sales
consumer,Standard Class,CA-2013-106950,1854.2410000000002
consumer,Standard Class,CA-2013-108105,323.88
consumer,Standard Class,CA-2013-108567,2.6940000000000004
consumer,Standard Class,CA-2013-108616,298.83
consumer,Second Class,CA-2013-109722,1284.8000000000002
consumer,First Class,CA-2013-110492,1366.0400000000002
consumer,Standard Class,CA-2013-111409,3
consumer,Standard Class,CA-2013-111605,2.61
consumer,Standard Class,CA-2013-112102,448.81
consumer,Second Class,CA-2013-113292,871.8000000000001
consumer,Standard Class,CA-2013-113733,334.25600000000003
consumer,Standard Class,CA-2013-113747,185.88
consumer,Standard Class,CA-2013-116232,24.066
consumer,Second Class,CA-2013-116918,36.364
consumer,Standard Class,CA-2013-117604,239.5
consumer,Standard Class,CA-2013-118514,866.4
consumer,Standard Class,CA-2013-118626,705.544
consumer,First Class,CA-2013-119515,15.552000000000003
consumer,First Class,CA-2013-119823,75.88
consumer,Second Class,CA-2013-120873,290.98
consumer,Standard Class,CA-2013-121958,52.136
consumer,Second Class,CA-2013-123176,31.830000000000002
consumer,First Class,CA-2013-124772,191.82
consumer,First Class,CA-2013-125843,125.92000000000002
consumer,Same Day,CA-2013-127698,863.928
consumer,First Class,CA-2013-130442,34.944
consumer,Second Class,CA-2013-131065,513.52
consumer,Standard Class,CA-2013-131205,291.73999999999995
consumer,Standard Class,CA-2013-132549,73.36
consumer,Standard Class,CA-2013-133123,99.15599999999999
consumer,Standard Class,CA-2013-133368,405.34400000000005
consumer,First Class,CA-2013-133872,58.400000000000006
consumer,Standard Class,CA-2013-134208,396
consumer,Standard Class,CA-2013-135636,387.72
consumer,Second Class,CA-2013-136231,228.58599999999998
consumer,Standard Class,CA-2013-136483,4.704
consumer,Second Class,CA-2013-137043,859.14
consumer,Standard Class,CA-2013-137736,41.86
consumer,Standard Class,CA-2013-139381,233.48
consumer,Second Class,CA-2013-140543,191.88
consumer,Standard Class,CA-2013-140641,38.19000000000001
consumer,Second Class,CA-2013-141180,7.764000000000001
consumer,Standard Class,CA-2013-142370,254.99
consumer,Standard Class,CA-2013-142895,370.184
consumer,Same Day,CA-2013-143308,10.74
consumer,Same Day,CA-2013-144344,314.39300000000003
consumer,First Class,CA-2013-145247,79.14
consumer,First Class,CA-2013-145499,3.2820000000000005
consumer,Standard Class,CA-2013-145905,1264.14
consumer,Standard Class,CA-2013-146143,133.38
consumer,Standard Class,CA-2013-146150,264.18
consumer,First Class,CA-2013-147368,695.7
consumer,Standard Class,CA-2013-148684,870.04
consumer,Second Class,CA-2013-149783,131.104
consumer,Second Class,CA-2013-149979,487.21999999999997
consumer,Standard Class,CA-2013-150000,17.92
consumer,Second Class,CA-2013-152156,993.8999999999999
consumer,Same Day,CA-2013-152163,85.5
consumer,Same Day,CA-2013-152471,839.9440000000002
consumer,Standard Class,CA-2013-154060,187.056
consumer,Second Class,CA-2013-154690,225.29600000000002
consumer,Standard Class,CA-2013-155138,99.87200000000001
consumer,Second Class,CA-2013-155670,21.504000000000005
consumer,Standard Class,CA-2013-156503,305.248
consumer,Standard Class,CA-2013-156573,60.485
consumer,Standard Class,CA-2013-157245,641.96
consumer,First Class,CA-2013-157280,1120.73
consumer,First Class,CA-2013-157364,18.48
consumer,Standard Class,CA-2013-157588,88.15
consumer,Second Class,CA-2013-158841,8805.04
consumer,Same Day,CA-2013-159653,14.73
consumer,Second Class,CA-2013-159765,27.86
consumer,Standard Class,CA-2013-159989,40.68
consumer,Standard Class,CA-2013-160234,135.95
consumer,Standard Class,CA-2013-160486,72.224
consumer,Second Class,CA-2013-162355,1302.83
consumer,Standard Class,CA-2013-163174,186.54
consumer,Standard Class,CA-2013-163776,1110.5
consumer,Standard Class,CA-2013-164574,732.156
consumer,Second Class,CA-2013-164735,81.19999999999999
consumer,First Class,CA-2013-164784,377.346
consumer,Standard Class,CA-2013-166282,158.256
consumer,Standard Class,CA-2013-166485,16.496000000000002
consumer,Standard Class,CA-2013-168536,66.30000000000001
consumer,Second Class,CA-2013-168753,1002.7
consumer,Second Class,CA-2013-168893,903.7700000000001
consumer,Standard Class,CA-2013-169103,1466.32
consumer,Second Class,CA-2013-169334,111.67200000000001
consumer,Standard Class,CA-2014-100426,12.48
consumer,Standard Class,CA-2014-100622,1030.7420000000002
consumer,Standard Class,CA-2014-100902,699.4000000000001
consumer,Standard Class,CA-2014-101042,843.8399999999999
consumer,Second Class,CA-2014-101210,13.152000000000001
consumer,Second Class,CA-2014-101273,14.336000000000002
consumer,Second Class,CA-2014-101483,61.21600000000001
consumer,Standard Class,CA-2014-102204,3740.51
consumer,Second Class,CA-2014-102309,212.91000000000003
consumer,Standard Class,CA-2014-102610,248.396
consumer,Standard Class,CA-2014-102736,177.07999999999998
consumer,Same Day,CA-2014-103065,59.82400000000001
consumer,First Class,CA-2014-103212,1541.51
consumer,Standard Class,CA-2014-103499,209.56799999999998
consumer,Standard Class,CA-2014-104731,951.98
consumer,First Class,CA-2014-105620,141
consumer,Standard Class,CA-2014-106537,20.736000000000004
consumer,Second Class,CA-2014-107209,194.848
consumer,Second Class,CA-2014-107461,23.88
consumer,Standard Class,CA-2014-108035,491.88800000000003
consumer,Standard Class,CA-2014-108112,559.2
consumer,First Class,CA-2014-108287,12.672
consumer,Standard Class,CA-2014-109183,649
consumer,First Class,CA-2014-109589,71
consumer,First Class,CA-2014-110198,318.96
consumer,Standard Class,CA-2014-110926,25.060000000000002
consumer,First Class,CA-2014-112774,34.504000000000005
consumer,Second Class,CA-2014-113705,874.8
consumer,Standard Class,CA-2014-114412,15.552000000000003
consumer,Standard Class,CA-2014-114636,192.16000000000003
consumer,First Class,CA-2014-115448,88.92000000000002
consumer,Standard Class,CA-2014-116855,504.90000000000003
consumer,Standard Class,CA-2014-116939,177.54999999999998
consumer,Standard Class,CA-2014-117079,863.8799999999999
consumer,Standard Class,CA-2014-117198,659.9
consumer,Standard Class,CA-2014-118402,243.92
consumer,Standard Class,CA-2014-119004,105.40800000000002
consumer,Standard Class,CA-2014-119305,173.79999999999998
consumer,Standard Class,CA-2014-119669,5.67
consumer,Standard Class,CA-2014-120894,28.08
consumer,First Class,CA-2014-121314,251.64
consumer,Standard Class,CA-2014-121804,72.8
consumer,First Class,CA-2014-121818,52.696000000000005
consumer,Standard Class,CA-2014-122056,181.86
consumer,First Class,CA-2014-122154,284.19
consumer,Same Day,CA-2014-122987,80.56400000000001
consumer,First Class,CA-2014-122994,359.96999999999997
consumer,Second Class,CA-2014-123239,91.03200000000001
consumer,Standard Class,CA-2014-123351,80.48
consumer,Standard Class,CA-2014-124296,712.85
consumer,Standard Class,CA-2014-124765,723.92
consumer,First Class,CA-2014-125472,253.85999999999999
consumer,Standard Class,CA-2014-126354,119.17800000000001
consumer,First Class,CA-2014-126774,4.89
consumer,Standard Class,CA-2014-126914,776.0800000000002
consumer,Standard Class,CA-2014-127306,175.086
consumer,Second Class,CA-2014-127726,209.88
consumer,Standard Class,CA-2014-128363,2382.9260000000004
consumer,Second Class,CA-2014-128629,18.84
consumer,Second Class,CA-2014-128699,47.992000000000004
consumer,Standard Class,CA-2014-128755,629.86
consumer,Second Class,CA-2014-129021,4590.344000000001
consumer,Second Class,CA-2014-129462,740.59
consumer,Standard Class,CA-2014-130309,544.38
consumer,Second Class,CA-2014-130834,16.272000000000002
consumer,Standard Class,CA-2014-130904,22.744
consumer,Standard Class,CA-2014-132185,52.344
consumer,First Class,CA-2014-133235,271.96
consumer,Standard Class,CA-2014-133501,5.184000000000001
consumer,Standard Class,CA-2014-133641,48.69
consumer,Standard Class,CA-2014-133928,4.572000000000001
consumer,Standard Class,CA-2014-135587,372.64
consumer,Standard Class,CA-2014-137631,751.984
consumer,First Class,CA-2014-138779,29.664
consumer,Standard Class,CA-2014-138975,2361.52
consumer,Second Class,CA-2014-139353,273.088
consumer,Standard Class,CA-2014-139493,15.920000000000002
consumer,Standard Class,CA-2014-139948,7.904000000000001
consumer,Second Class,CA-2014-140088,301.96
consumer,Standard Class,CA-2014-140627,303.32000000000005
consumer,Standard Class,CA-2014-140872,1111.698
consumer,Standard Class,CA-2014-142090,2165.658
consumer,First Class,CA-2014-143756,701.96
consumer,Standard Class,CA-2014-143861,17.088
consumer,Standard Class,CA-2014-144365,11.68
consumer,Same Day,CA-2014-144498,817.8290000000002
consumer,Second Class,CA-2014-144694,253.824
consumer,Standard Class,CA-2014-145275,14.940000000000001
consumer,Second Class,CA-2014-145310,7.824
consumer,Standard Class,CA-2014-145737,163.96
consumer,Standard Class,CA-2014-146136,24.448
consumer,Standard Class,CA-2014-146192,675.0600000000001
consumer,Second Class,CA-2014-146458,22.959999999999997
consumer,Standard Class,CA-2014-146983,1577.94
consumer,Standard Class,CA-2014-147228,458.98400000000004
consumer,Standard Class,CA-2014-148999,419.13599999999997
consumer,Standard Class,CA-2014-149853,33.47200000000001
consumer,Standard Class,CA-2014-150910,1090.348
consumer,First Class,CA-2014-151218,4.464
consumer,Standard Class,CA-2014-152786,40.410000000000004
consumer,Standard Class,CA-2014-152968,23.08
consumer,Standard Class,CA-2014-154088,26.720000000000002
consumer,Second Class,CA-2014-155159,48.87
consumer,Second Class,CA-2014-155705,866.4
consumer,First Class,CA-2014-156769,54.66
consumer,Standard Class,CA-2014-158386,124.75
consumer,First Class,CA-2014-158729,1665.62
consumer,Standard Class,CA-2014-158743,199.17000000000002
consumer,Same Day,CA-2014-158883,25.344
consumer,First Class,CA-2014-158967,19.104
consumer,Standard Class,CA-2014-159954,2.78
consumer,Second Class,CA-2014-160458,25.920000000000005
consumer,First Class,CA-2014-161053,726.9100000000001
consumer,Second Class,CA-2014-161200,161.14000000000001
consumer,Standard Class,CA-2014-161970,30.900000000000002
consumer,Standard Class,CA-2014-162173,608.4300000000001
consumer,First Class,CA-2014-162635,10.816
consumer,Second Class,CA-2014-163321,79.992
consumer,First Class,CA-2014-163335,79
consumer,Second Class,CA-2014-163510,400.39
consumer,Second Class,CA-2014-165204,728.9680000000001
consumer,Standard Class,CA-2014-165687,35.04
consumer,Standard Class,CA-2014-165715,32.776
consumer,Standard Class,CA-2014-167871,47.328
consumer,Second Class,CA-2014-167941,831.3680000000002
consumer,Standard Class,CA-2014-169005,5.56
consumer,Second Class,US-2011-102715,737.2
consumer,Same Day,US-2011-114377,149.9
consumer,Standard Class,US-2011-115196,1299.99
consumer,Second Class,US-2011-117135,425.66999999999996
consumer,Standard Class,US-2011-117170,52.608000000000004
consumer,First Class,US-2011-130358,23.119999999999997
consumer,Standard Class,US-2011-147627,1859.4
consumer,Standard Class,US-2011-150574,252.61200000000002
consumer,Standard Class,US-2011-155544,310.528
consumer,Standard Class,US-2011-156559,638.82
consumer,Standard Class,US-2011-158057,59.109000000000016
consumer,Standard Class,US-2011-165659,904.13
consumer,Standard Class,US-2011-167633,15.552000000000003
consumer,First Class,US-2012-106495,11.672
consumer,Standard Class,US-2012-108966,979.9455
consumer,Standard Class,US-2012-120572,12.828000000000001
consumer,Standard Class,US-2012-123960,207.82
consumer,Standard Class,US-2012-129553,29.97
consumer,Standard Class,US-2012-134026,1001.7600000000001
consumer,Second Class,US-2012-136749,433.78
consumer,Standard Class,US-2012-145436,551.264
consumer,Second Class,US-2012-151435,85.98
consumer,Standard Class,US-2012-164357,13.120000000000001
consumer,Standard Class,US-2012-168732,129.64
consumer,Standard Class,US-2012-168935,459.43350000000004
consumer,First Class,US-2013-106600,354.90000000000003
consumer,First Class,US-2013-113649,645.136
consumer,First Class,US-2013-116400,39.92
consumer,First Class,US-2013-119298,59.98
consumer,Second Class,US-2013-120929,189.882
consumer,Standard Class,US-2013-121013,1678
consumer,First Class,US-2013-131891,2.2140000000000004
consumer,Standard Class,US-2013-132857,6.671999999999999
consumer,Same Day,US-2013-134761,36.192
consumer,Standard Class,US-2013-135923,530.2719999999999
consumer,Standard Class,US-2013-137295,187.228
consumer,Second Class,US-2013-142251,32.064
consumer,Standard Class,US-2013-147991,16.72
consumer,Same Day,US-2013-148803,85.224
consumer,Same Day,US-2013-156692,89.32000000000001
consumer,First Class,US-2013-162677,187.616
consumer,Standard Class,US-2013-164588,12.84
consumer,First Class,US-2013-167472,678.8699999999999
consumer,Standard Class,US-2013-169369,299.07
consumer,Standard Class,US-2014-102904,239.92
consumer,Standard Class,US-2014-105935,3002.65
consumer,First Class,US-2014-108063,34.650000000000006
consumer,Standard Class,US-2014-117450,107.55200000000002
consumer,Same Day,US-2014-120607,195.64
consumer,Standard Class,US-2014-126179,311.96
consumer,First Class,US-2014-133781,37.608000000000004
consumer,Standard Class,US-2014-134642,428.704
consumer,Second Class,US-2014-135062,229.544
consumer,Standard Class,US-2014-135986,536.36
consumer,Standard Class,US-2014-136189,82.38
consumer,Standard Class,US-2014-146822,49.12
consumer,Standard Class,US-2014-146878,12.294
consumer,First Class,US-2014-148831,348.56
consumer,Standard Class,US-2014-149510,98.446
consumer,Same Day,US-2014-152492,239.24
consumer,Standard Class,US-2014-152842,242.35200000000003
consumer,Standard Class,US-2014-152898,67.9
consumer,Second Class,US-2014-153633,2.064
consumer,Second Class,US-2014-158526,1814.6799999999998
consumer,Second Class,US-2014-163195,29.160000000000004
consumer,Standard Class,US-2014-165953,71.096
consumer,Standard Class,US-2014-166233,24
consumer,Second Class,US-2014-167920,1827.51
consumer,Standard Class,US-2014-168690,2.8080000000000007
corporate,Standard Class,CA-2011-100916,788.86
corporate,Second Class,CA-2011-101560,542.3399999999999
corporate,Standard Class,CA-2011-101770,1.8690000000000004
corporate,Standard Class,CA-2011-102274,865.5
corporate,Standard Class,CA-2011-102673,1044.4399999999998
corporate,Second Class,CA-2011-102988,4251.919999999999
corporate,First Class,CA-2011-103317,242.54600000000002
corporate,Standard Class,CA-2011-103807,21.19
corporate,First Class,CA-2011-103989,590.7620000000002
corporate,First Class,CA-2011-106054,12.78
corporate,Standard Class,CA-2011-106810,310.88000000000005
corporate,Standard Class,CA-2011-107811,661.5040000000001
corporate,Second Class,CA-2011-110408,2216.8
corporate,Standard Class,CA-2011-111500,484.78999999999996
corporate,First Class,CA-2011-111934,47.32
corporate,Standard Class,CA-2011-112718,1.1670000000000003
corporate,Standard Class,CA-2011-114314,16.23
corporate,Standard Class,CA-2011-114321,1417.35
corporate,Second Class,CA-2011-114790,782.6300000000001
corporate,Standard Class,CA-2011-115084,605.34
corporate,Standard Class,CA-2011-117345,202.89600000000002
corporate,Standard Class,CA-2011-117639,3333.9000000000005
corporate,Second Class,CA-2011-120432,25.5
corporate,Second Class,CA-2011-121286,66.61600000000001
corporate,First Class,CA-2011-124688,1812.01
corporate,Standard Class,CA-2011-125136,106.944
corporate,First Class,CA-2011-125682,9.96
corporate,Standard Class,CA-2011-128846,752.92
corporate,Standard Class,CA-2011-129091,1022.61
corporate,Second Class,CA-2011-129819,12.39
corporate,First Class,CA-2011-131905,321.56
corporate,Standard Class,CA-2011-136336,828.8399999999999
corporate,Standard Class,CA-2011-137911,88.768
corporate,Standard Class,CA-2011-138527,192.424
corporate,Standard Class,CA-2011-146885,13.620000000000001
corporate,Standard Class,CA-2011-148425,6.642000000000001
corporate,Standard Class,CA-2011-149020,54.83
corporate,Standard Class,CA-2011-149538,364.92999999999995
corporate,Standard Class,CA-2011-151953,2.8160000000000003
corporate,Standard Class,CA-2011-151967,129.92
corporate,Standard Class,CA-2011-152562,75.16
corporate,Standard Class,CA-2011-152849,4.368
corporate,Standard Class,CA-2011-153087,521.92
corporate,Second Class,CA-2011-153913,1015.8160000000001
corporate,Standard Class,CA-2011-155208,39.072
corporate,Same Day,CA-2011-158771,158.70999999999998
corporate,Standard Class,CA-2011-160276,177.68
corporate,Standard Class,CA-2011-160773,581.1039999999999
corporate,Second Class,CA-2011-162775,1287.26
corporate,Standard Class,CA-2011-163223,3769.5600000000004
corporate,First Class,CA-2011-163293,116.85
corporate,Second Class,CA-2011-164910,7.872
corporate,Standard Class,CA-2011-167850,193.936
corporate,First Class,CA-2011-169684,426.942
corporate,Standard Class,CA-2012-103793,74.352
corporate,Standard Class,CA-2012-103870,284.44000000000005
corporate,First Class,CA-2012-104038,176.63
corporate,Standard Class,CA-2012-104241,192.22
corporate,Standard Class,CA-2012-104941,976.29
corporate,Standard Class,CA-2012-105571,1361.631
corporate,Standard Class,CA-2012-106187,268.4
corporate,Standard Class,CA-2012-108259,81.135
corporate,Second Class,CA-2012-109470,596.48
corporate,Second Class,CA-2012-109708,467.03999999999996
corporate,Standard Class,CA-2012-113628,792.508
corporate,Second Class,CA-2012-116750,12.158000000000003
corporate,Second Class,CA-2012-119592,3.76
corporate,Standard Class,CA-2012-120845,22.549000000000003
corporate,Standard Class,CA-2012-121552,19.56
corporate,First Class,CA-2012-121720,3165.744
corporate,Standard Class,CA-2012-122168,53.28
corporate,Standard Class,CA-2012-125066,62.459999999999994
corporate,Standard Class,CA-2012-128083,45.976000000000006
corporate,Standard Class,CA-2012-131422,207
corporate,First Class,CA-2012-133396,64.68
corporate,Standard Class,CA-2012-137106,79.96
corporate,Standard Class,CA-2012-137281,6.48
corporate,First Class,CA-2012-140718,246.36400000000003
corporate,Second Class,CA-2012-142202,717.1200000000001
corporate,Standard Class,CA-2012-147011,13.632
corporate,Standard Class,CA-2012-147102,66.36
corporate,Standard Class,CA-2012-147529,324.10999999999996
corporate,Standard Class,CA-2012-149342,896.31
corporate,Standard Class,CA-2012-149734,200.98400000000004
corporate,Standard Class,CA-2012-150308,246.168
corporate,Standard Class,CA-2012-151624,21.36
corporate,Standard Class,CA-2012-153038,94.68800000000002
corporate,Standard Class,CA-2012-154291,457.03999999999996
corporate,First Class,CA-2012-154746,860.07
corporate,Standard Class,CA-2012-154921,186.69
corporate,Standard Class,CA-2012-155453,4.608
corporate,First Class,CA-2012-156734,670.001
corporate,First Class,CA-2012-158323,17.088
corporate,Standard Class,CA-2012-160696,7.240000000000001
corporate,Second Class,CA-2012-161445,140.736
corporate,Standard Class,CA-2012-161998,277.632
corporate,Standard Class,CA-2012-162201,937.6080000000001
corporate,Second Class,CA-2012-163237,520.03
corporate,Standard Class,CA-2012-164427,239.70000000000002
corporate,Second Class,CA-2012-166604,17.94
corporate,Standard Class,CA-2012-166975,692.472
corporate,Second Class,CA-2012-168004,392.93999999999994
corporate,Standard Class,CA-2012-169572,46.62
corporate,Second Class,CA-2012-169677,9.82
corporate,Standard Class,CA-2013-106558,316
corporate,Second Class,CA-2013-109407,31.36
corporate,Standard Class,CA-2013-109743,104.712
corporate,Standard Class,CA-2013-109911,10.96
corporate,Standard Class,CA-2013-112277,519.68
corporate,First Class,CA-2013-112676,14.352000000000002
corporate,Second Class,CA-2013-112697,1410.0660000000003
corporate,Second Class,CA-2013-113236,232.62400000000002
corporate,Standard Class,CA-2013-113831,4317.3
corporate,Standard Class,CA-2013-113845,574.056
corporate,Standard Class,CA-2013-114713,45.584
corporate,Standard Class,CA-2013-115504,12.96
corporate,Standard Class,CA-2013-116764,9.216
corporate,Standard Class,CA-2013-118073,562.2925000000001
corporate,Standard Class,CA-2013-118178,31.086000000000006
corporate,Standard Class,CA-2013-119074,92.69999999999999
corporate,Second Class,CA-2013-122518,10.08
corporate,Standard Class,CA-2013-123617,7.434000000000001
corporate,Standard Class,CA-2013-123946,1159.06
corporate,Standard Class,CA-2013-124254,191.808
corporate,Standard Class,CA-2013-125017,132.22400000000002
corporate,First Class,CA-2013-127208,224.9
corporate,Standard Class,CA-2013-130001,36.24000000000001
corporate,Same Day,CA-2013-130820,630.024
corporate,First Class,CA-2013-133711,3236.41
corporate,Second Class,CA-2013-134474,255.904
corporate,Standard Class,CA-2013-134516,115.47999999999999
corporate,Standard Class,CA-2013-138695,452.464
corporate,Standard Class,CA-2013-139689,40.896
corporate,Standard Class,CA-2013-140928,383.438
corporate,Standard Class,CA-2013-142097,342.76
corporate,Second Class,CA-2013-143805,2145.2499999999995
corporate,Standard Class,CA-2013-145709,64.24799999999999
corporate,First Class,CA-2013-153318,783.9600000000002
corporate,Second Class,CA-2013-157161,199.18
corporate,Standard Class,CA-2013-157763,140.81
